-3.000,-86815.891,-86815.338,-86814.662,0.000,0.860,0.060,0.900
-2.800,-86816.038,-86815.474,-86814.854,0.050,0.790,0.000,0.820
-2.600,-86816.173,-86815.605,-86815.031,0.000,0.880,0.110,0.960
-2.400,-86816.298,-86815.724,-86815.202,0.100,0.740,0.000,0.790
-2.200,-86816.411,-86815.836,-86815.361,0.000,0.900,0.160,1.010
-2.000,-86816.516,-86815.936,-86815.515,0.160,0.690,0.000,0.770
-1.800,-86816.609,-86816.030,-86815.656,0.000,0.920,0.210,1.070
-1.600,-86816.689,-86816.116,-86815.789,0.210,0.640,0.000,0.740
-1.400,-86816.759,-86816.193,-86815.912,0.000,0.839,0.000,0.839
-1.200,-86816.819,-86816.260,-86816.024,0.000,0.960,0.320,1.200
-1.000,-86816.866,-86816.316,-86816.124,0.300,0.550,0.000,0.690
-0.800,-86816.905,-86816.367,-86816.216,0.000,0.970,0.380,1.270
-0.600,-86816.932,-86816.408,-86816.296,0.350,0.510,0.000,0.660
-0.400,-86816.949,-86816.440,-86816.366,0.000,0.980,0.430,1.330
-0.200,-86816.954,-86816.463,-86816.424,0.400,0.470,0.000,0.640
0.000,-86816.951,-86816.475,-86816.474,0.020,0.980,0.480,1.390
0.200,-86816.937,-86816.513,-86816.479,0.450,0.440,0.000,0.610
0.400,-86816.913,-86816.541,-86816.474,0.000,0.940,0.270,1.140
0.600,-86816.879,-86816.558,-86816.460,0.250,0.600,0.000,0.720
0.800,-86816.835,-86816.565,-86816.436,0.000,1.020,0.580,1.540
1.000,-86816.782,-86816.561,-86816.403,0.540,0.370,0.000,0.550
1.200,-86816.720,-86816.546,-86816.361,0.000,1.030,0.620,1.610
1.400,-86816.648,-86816.520,-86816.310,0.570,0.340,0.000,0.520
1.600,-86816.568,-86816.484,-86816.249,0.000,1.040,0.670,1.690
1.800,-86816.478,-86816.437,-86816.177,0.610,0.310,0.000,0.490
2.000,-86816.379,-86816.379,-86816.097,0.000,1.050,0.690,1.760
2.200,-86816.271,-86816.309,-86816.008,0.650,0.280,0.000,0.470
2.400,-86816.155,-86816.229,-86815.910,0.010,1.000,0.530,1.460
2.600,-86816.030,-86816.137,-86815.802,0.490,0.400,0.000,0.580
2.800,-86815.896,-86816.033,-86815.685,0.000,1.060,0.740,1.830
3.000,-86815.753,-86815.919,-86815.559,0.680,0.250,0.000,0.440
4.000,-86814.919,-86815.178,-86814.794,0.810,0.130,0.000,0.310
5.000,-86813.901,-86814.168,-86813.821,0.850,0.010,0.000,0.180
6.000,-86812.670,-86812.935,-86812.609,0.860,0.100,0.000,0.080
