-0.200,-86818.463,-86817.944,-86817.886,0.060,0.520,0.000,0.540
0.200,-86818.467,-86817.953,-86817.893,0.000,0.520,0.070,0.540
-0.400,-86818.447,-86817.957,-86817.837,0.120,0.510,0.000,0.540
0.400,-86818.456,-86817.973,-86817.857,0.000,0.510,0.130,0.560
-0.600,-86818.422,-86817.963,-86817.779,0.180,0.500,0.000,0.540
0.600,-86818.436,-86817.983,-86817.813,0.000,0.500,0.190,0.570
-0.800,-86818.388,-86817.961,-86817.712,0.230,0.480,0.000,0.540
0.800,-86818.407,-86817.984,-86817.762,0.000,0.490,0.260,0.570
0.000,-86818.470,-86817.925,-86817.923,0.000,0.530,0.000,0.530
-1.200,-86818.294,-86817.937,-86817.548,0.350,0.470,0.000,0.520
1.200,-86818.324,-86817.956,-86817.639,0.000,0.460,0.390,0.590
-1.400,-86818.233,-86817.912,-86817.452,0.400,0.460,0.000,0.510
1.400,-86818.269,-86817.928,-86817.566,0.000,0.440,0.460,0.590
-1.600,-86818.162,-86817.878,-86817.347,0.440,0.450,0.000,0.500
1.600,-86818.207,-86817.892,-86817.486,0.000,0.430,0.530,0.600
-1.800,-86818.083,-86817.838,-86817.232,0.490,0.440,0.000,0.480
1.800,-86818.135,-86817.844,-86817.401,0.000,0.410,0.590,0.600
-1.000,-86818.345,-86817.951,-86817.636,0.290,0.470,0.000,0.540
1.000,-86818.370,-86817.975,-86817.704,0.000,0.470,0.330,0.580
-2.200,-86817.899,-86817.738,-86816.975,0.560,0.440,0.000,0.430
-2.400,-86817.794,-86817.677,-86816.835,0.600,0.440,0.000,0.410
2.400,-86817.872,-86817.647,-86817.101,0.000,0.360,0.790,0.590
-2.600,-86817.682,-86817.611,-86816.690,0.620,0.450,0.000,0.400
2.600,-86817.768,-86817.562,-86816.990,0.000,0.340,0.850,0.590
-2.800,-86817.565,-86817.540,-86816.546,0.650,0.460,0.000,0.400
-2.000,-86817.996,-86817.793,-86817.108,0.530,0.440,0.000,0.450
2.000,-86818.055,-86817.787,-86817.308,0.000,0.390,0.660,0.600
-3.000,-86817.440,-86817.461,-86816.400,0.670,0.450,0.000,0.420
3.000,-86817.535,-86817.364,-86816.747,0.000,0.310,0.960,0.580
4.000,-86816.814,-86816.711,-86816.027,0.000,0.250,1.180,0.530
5.000,-86815.899,-86815.842,-86815.134,0.000,0.250,1.290,0.500
6.000,-86814.728,-86814.696,-86814.253,0.000,0.140,1.280,0.570
