-3.000,-86816.023,-86815.279,-86814.700,0.020,0.870,0.000,0.900
-2.800,-86816.157,-86815.418,-86814.884,0.000,0.780,0.020,0.810
-2.600,-86816.281,-86815.550,-86815.058,0.050,0.900,0.000,0.970
-2.400,-86816.863,-86815.831,-86815.429,0.000,0.730,0.040,0.780
-2.200,-86816.496,-86815.788,-86815.379,0.080,0.920,0.000,1.030
-2.000,-86817.049,-86816.053,-86815.729,0.000,0.670,0.060,0.750
-1.800,-86816.943,-86815.973,-86815.707,0.110,0.950,0.000,1.100
-1.600,-86816.738,-86816.077,-86815.794,0.000,0.620,0.080,0.720
-1.400,-86816.798,-86816.157,-86815.913,0.000,0.839,0.000,0.839
-1.200,-86816.848,-86816.229,-86816.022,0.170,0.990,0.000,1.230
-1.000,-86816.889,-86816.291,-86816.121,0.000,0.520,0.110,0.660
-0.800,-86816.920,-86816.346,-86816.212,0.200,1.010,0.000,1.310
-0.600,-86816.941,-86816.392,-86816.292,0.000,0.470,0.130,0.630
-0.400,-86816.953,-86816.428,-86816.361,0.240,1.030,0.000,1.380
-0.200,-86816.957,-86816.457,-86816.423,0.000,0.430,0.150,0.600
0.000,-86816.951,-86816.475,-86816.474,0.110,0.320,0.010,0.960
0.200,-86816.936,-86816.515,-86816.486,0.000,0.380,0.160,0.570
0.400,-86816.912,-86816.546,-86816.487,0.140,0.970,0.000,1.160
0.600,-86816.881,-86816.568,-86816.480,0.000,0.570,0.100,0.690
0.800,-86816.841,-86816.581,-86816.464,0.370,1.050,0.010,1.600
1.000,-86816.792,-86816.582,-86816.438,0.000,0.300,0.190,0.510
1.200,-86816.735,-86816.575,-86816.404,0.270,0.440,0.000,1.210
1.400,-86816.671,-86816.558,-86816.361,0.000,0.260,0.200,0.480
1.600,-86816.597,-86816.534,-86816.304,0.440,1.070,0.000,1.760
1.800,-86816.515,-86816.497,-86816.242,0.000,0.230,0.210,0.450
2.000,-86816.424,-86816.451,-86816.169,0.480,1.070,0.000,1.840
2.200,-86816.327,-86816.396,-86816.088,0.000,0.190,0.220,0.420
2.400,-86816.221,-86816.330,-86815.998,0.210,0.430,0.000,1.030
2.600,-86816.105,-86816.254,-86815.897,0.000,0.340,0.180,0.540
2.800,-86815.982,-86816.168,-86815.787,0.520,1.060,0.000,1.920
3.000,-86815.851,-86816.073,-86815.668,0.000,0.160,0.220,0.390
4.000,-86815.078,-86815.463,-86814.922,0.000,0.000,0.270,0.250
5.000,-86814.073,-86814.484,-86814.013,0.000,0.070,0.170,0.200
6.000,-86812.841,-86813.352,-86812.785,0.000,0.140,0.180,0.110
