-3.000,-17522.533,-17521.948,-17521.663,0.000,1.110,0.050,1.140
-2.800,-17522.611,-17522.037,-17521.775,0.050,1.020,0.000,1.050
-2.600,-17522.682,-17522.119,-17521.881,0.000,1.130,0.100,1.200
-2.400,-17522.749,-17522.198,-17521.982,0.100,0.970,0.000,1.030
-2.200,-17522.810,-17522.272,-17522.077,0.000,1.160,0.140,1.260
-2.000,-17522.866,-17522.341,-17522.167,0.140,0.910,0.000,1.000
-1.800,-17522.916,-17522.404,-17522.252,0.000,1.180,0.190,1.330
-1.600,-17522.960,-17522.462,-17522.330,0.190,0.860,0.000,0.970
-1.400,-17522.998,-17522.515,-17522.402,0.000,1.080,0.000,1.080
-1.200,-17523.032,-17522.562,-17522.468,0.000,1.230,0.280,1.460
-1.000,-17523.060,-17522.605,-17522.529,0.290,0.760,0.000,0.910
-0.800,-17523.082,-17522.642,-17522.582,0.000,1.250,0.330,1.530
-0.600,-17523.098,-17522.672,-17522.629,0.340,0.720,0.000,0.880
-0.400,-17523.108,-17522.698,-17522.670,0.000,1.260,0.370,1.610
-0.200,-17523.114,-17522.718,-17522.705,0.390,0.670,0.000,0.850
0.000,-17523.112,-17522.732,-17522.731,0.000,1.280,0.420,1.680
0.200,-17523.105,-17522.753,-17522.738,0.000,0.440,0.620,0.520
0.400,-17523.092,-17522.767,-17522.740,0.000,1.200,0.240,1.400
0.600,-17523.073,-17522.774,-17522.735,0.240,0.810,0.000,0.940
0.800,-17523.048,-17522.774,-17522.724,0.000,1.310,0.510,1.830
1.000,-17523.017,-17522.767,-17522.707,0.000,0.140,0.700,0.420
1.200,-17522.981,-17522.753,-17522.683,0.000,1.330,0.550,1.900
1.400,-17522.938,-17522.732,-17522.653,0.000,0.060,0.720,0.400
1.600,-17522.888,-17522.703,-17522.616,0.000,1.350,0.580,1.980
1.800,-17522.886,-17522.732,-17522.468,0.000,0.020,0.750,0.380
2.000,-17522.892,-17522.732,-17522.401,0.000,1.360,0.620,2.060
2.200,-17522.871,-17522.707,-17522.344,0.570,0.410,0.000,0.590
2.400,-17522.830,-17522.668,-17522.283,0.000,1.300,0.470,1.750
2.600,-17522.778,-17522.618,-17522.217,0.000,0.250,0.670,0.460
2.800,-17522.462,-17522.357,-17522.272,0.000,1.370,0.650,2.140
3.000,-17522.369,-17522.278,-17522.191,0.620,0.380,0.000,0.570
