-0.200,-42711.080,-42710.537,-42710.477,0.050,0.450,0.000,0.460
0.200,-42711.084,-42710.543,-42710.487,0.000,0.460,0.050,0.470
-0.400,-42711.068,-42710.552,-42710.433,0.100,0.450,0.000,0.460
0.400,-42711.076,-42710.565,-42710.454,0.000,0.450,0.100,0.480
-0.600,-42711.048,-42710.560,-42710.380,0.140,0.440,0.000,0.460
0.600,-42711.061,-42710.580,-42710.414,0.000,0.450,0.150,0.480
-0.800,-42711.023,-42710.564,-42710.321,0.190,0.430,0.000,0.460
0.800,-42711.039,-42710.586,-42710.368,0.000,0.440,0.210,0.490
0.000,-42711.085,-42710.515,-42710.514,0.000,0.460,0.000,0.460
1.200,-42710.977,-42710.578,-42710.261,0.000,0.420,0.320,0.500
1.400,-42710.927,-42710.545,-42710.214,0.000,0.380,0.390,0.550
-1.600,-42710.907,-42710.583,-42710.189,0.220,0.660,0.000,0.860
1.600,-42710.878,-42710.521,-42710.147,0.000,0.370,0.450,0.550
-1.800,-42710.844,-42710.555,-42710.083,0.260,0.640,0.000,0.830
1.800,-42710.824,-42710.490,-42710.077,0.000,0.360,0.510,0.560
1.000,-42711.012,-42710.586,-42710.318,0.000,0.430,0.260,0.490
-2.200,-42710.696,-42710.476,-42709.843,0.330,0.610,0.000,0.750
2.200,-42710.697,-42710.408,-42709.922,0.000,0.330,0.630,0.560
-2.400,-42710.612,-42710.425,-42709.715,0.370,0.590,0.000,0.700
2.400,-42710.626,-42710.358,-42709.838,0.000,0.320,0.690,0.550
-2.600,-42710.523,-42710.370,-42709.585,0.410,0.560,0.000,0.660
2.600,-42710.548,-42710.299,-42709.751,0.000,0.310,0.750,0.550
-2.800,-42710.428,-42710.309,-42709.450,0.450,0.540,0.000,0.620
2.800,-42710.464,-42710.234,-42709.660,0.000,0.300,0.810,0.540
-2.000,-42710.774,-42710.519,-42709.967,0.290,0.630,0.000,0.790
2.000,-42710.764,-42710.453,-42710.002,0.000,0.340,0.570,0.560
-3.000,-42710.328,-42710.242,-42709.315,0.480,0.520,0.000,0.590
3.000,-42710.375,-42710.162,-42709.568,0.000,0.290,0.870,0.540
