-3.000,-42709.153,-42708.167,-42707.777,0.020,0.870,0.000,0.890
-2.800,-42709.256,-42708.285,-42707.931,0.000,0.790,0.020,0.810
-1.800,-42709.229,-42708.594,-42708.373,0.040,0.910,0.000,0.940
-1.600,-42709.279,-42708.668,-42708.474,0.000,0.750,0.040,0.780
-1.400,-42709.321,-42708.737,-42708.569,0.070,0.940,0.000,0.990
-1.200,-42709.357,-42708.798,-42708.656,0.000,0.710,0.050,0.740
-1.000,-42709.385,-42708.851,-42708.735,0.100,0.970,0.000,1.040
-0.800,-42709.409,-42708.900,-42708.808,0.000,0.660,0.070,0.710
-0.600,-42709.425,-42708.941,-42708.874,0.000,0.840,0.000,0.840
-0.400,-42709.434,-42708.976,-42708.931,0.150,1.030,0.000,1.150
-0.200,-42709.438,-42709.004,-42708.981,0.000,0.590,0.100,0.650
0.000,-42709.436,-42709.025,-42709.025,0.190,1.050,0.000,1.200
0.200,-42709.427,-42709.060,-42709.040,0.000,0.550,0.110,0.620
0.400,-42709.412,-42709.087,-42709.047,0.230,1.080,0.000,1.260
0.600,-42709.391,-42709.107,-42709.048,0.000,0.510,0.120,0.590
0.800,-42709.363,-42709.119,-42709.042,0.270,1.100,0.000,1.310
1.000,-42709.330,-42709.124,-42709.030,0.000,0.480,0.120,0.560
1.200,-42709.291,-42709.121,-42709.010,0.120,1.000,0.000,1.090
1.400,-42709.246,-42709.110,-42708.984,0.000,0.620,0.080,0.680
1.600,-42709.195,-42709.091,-42708.951,0.000,0.410,0.150,0.500
1.800,-42709.138,-42709.064,-42708.911,0.000,0.380,0.160,0.470
2.000,-42709.075,-42709.030,-42708.865,0.000,0.350,0.160,0.440
2.200,-42709.006,-42708.992,-42708.808,0.310,0.460,0.000,1.210
2.400,-42708.931,-42708.943,-42708.746,0.000,0.330,0.170,0.420
2.600,-42708.850,-42708.886,-42708.678,0.000,0.450,0.130,0.530
2.800,-42708.764,-42708.822,-42708.604,0.350,0.480,0.000,1.290
3.000,-42708.671,-42708.749,-42708.523,0.000,0.300,0.170,0.400
