-0.200,-17524.787,-17524.251,-17524.196,0.060,0.930,0.000,0.970
0.200,-17524.789,-17524.256,-17524.204,0.000,0.930,0.060,0.980
-0.400,-17524.775,-17524.264,-17524.154,0.110,0.900,0.000,0.990
0.400,-17524.778,-17524.274,-17524.168,0.000,0.910,0.120,1.000
-0.600,-17524.756,-17524.269,-17524.105,0.170,0.880,0.000,1.000
0.600,-17524.760,-17524.283,-17524.124,0.000,0.890,0.180,1.030
-0.800,-17524.729,-17524.266,-17524.047,0.220,0.860,0.000,1.010
0.800,-17524.735,-17524.285,-17524.074,0.000,0.860,0.240,1.050
0.000,-17524.792,-17524.231,-17524.230,0.000,0.950,0.000,0.950
-1.200,-17524.652,-17524.238,-17523.908,0.320,0.810,0.000,1.020
1.200,-17524.663,-17524.265,-17523.949,0.000,0.800,0.370,1.100
-1.400,-17524.602,-17524.212,-17523.826,0.370,0.790,0.000,1.030
1.400,-17524.617,-17524.243,-17523.877,0.000,0.770,0.430,1.130
-1.600,-17524.545,-17524.180,-17523.738,0.420,0.770,0.000,1.030
1.600,-17524.563,-17524.213,-17523.795,0.000,0.740,0.490,1.150
-1.800,-17524.480,-17524.139,-17523.642,0.460,0.750,0.000,1.020
1.800,-17524.503,-17524.175,-17523.708,0.000,0.710,0.560,1.170
-1.000,-17524.694,-17524.256,-17523.981,0.270,0.830,0.000,1.020
1.000,-17524.703,-17524.279,-17524.016,0.000,0.830,0.310,1.080
-2.200,-17524.286,-17524.026,-17523.384,0.570,0.920,0.000,0.950
2.200,-17524.362,-17524.077,-17523.510,0.000,0.650,0.680,1.220
-2.400,-17524.194,-17523.969,-17523.274,0.600,0.920,0.000,0.990
2.400,-17524.282,-17524.016,-17523.400,0.000,0.620,0.740,1.240
-2.600,-17524.101,-17523.906,-17523.161,0.620,0.910,0.000,1.030
2.600,-17524.191,-17523.944,-17523.286,0.000,0.570,0.780,1.280
-2.800,-17524.014,-17523.807,-17523.044,0.650,0.630,0.000,1.160
2.800,-17524.097,-17523.868,-17523.164,0.000,0.540,0.830,1.310
-2.000,-17524.407,-17524.091,-17523.538,0.500,0.730,0.000,1.020
2.000,-17524.436,-17524.130,-17523.612,0.000,0.680,0.620,1.200
-3.000,-17523.912,-17523.729,-17522.912,0.680,0.610,0.000,1.120
3.000,-17523.996,-17523.783,-17523.036,0.000,0.500,0.880,1.330
